district,gender,race,major_award_count,allegation_count,sustained_count,unsustained_count,birth_year
9,M,White,0,1,0,1,1937
17,M,White,0,1,0,1,1938
14,M,White,0,4,1,3,1936
8,M,White,0,4,1,3,1948
8,M,White,0,11,3,6,1964
7,M,Black,0,16,5,10,1949
24,M,Hispanic,0,14,2,7,1945
14,M,White,0,13,0,9,1952
21,F,Black,0,2,0,2,1953
14,M,White,0,3,0,2,1946
18,F,White,0,2,0,1,1949
8,M,White,0,9,0,2,1962
2,F,Black,0,3,0,1,1967
18,M,White,0,3,0,2,1941
3,M,Black,0,3,0,2,1946
13,M,White,0,5,0,2,1945
25,M,White,0,2,0,0,1991
2,M,Black,0,1,0,0,1990
15,M,Hispanic,0,1,0,0,1977
5,F,Black,0,2,0,0,1981
15,M,Asian/Pacific,0,1,0,0,1974
9,M,White,0,0,0,0,1950
6,M,Black,0,0,0,0,1939
18,F,White,0,0,0,0,1977
12,M,White,0,0,0,0,1930
12,F,Hispanic,0,0,0,0,1952
7,M,Black,0,0,0,0,1922
1,M,White,0,6,2,4,1949
1,M,White,0,2,0,2,1945
6,F,Black,0,6,0,2,1958
9,F,Black,0,3,0,2,1958
1,F,White,0,1,0,1,1949
23,M,White,0,4,0,3,1952
1,M,Black,0,1,0,1,1937
1,M,White,0,2,0,1,1946
1,M,White,0,5,0,4,1954
1,M,White,0,1,0,1,1946
1,M,White,0,2,0,1,1946
19,F,White,0,0,0,0,1979
11,M,White,0,1,0,0,1980
11,F,White,0,1,1,0,1978
13,M,Hispanic,0,4,0,2,1962
16,M,White,0,3,0,2,1946
1,M,White,0,2,0,1,1950
5,M,Black,0,10,1,6,1946
24,M,White,0,4,0,4,1948
7,F,Black,0,3,0,2,1970
17,M,White,0,12,0,9,1941
11,F,White,0,2,1,0,1980
6,M,White,0,1,0,0,1986
21,M,Black,0,5,2,1,1939
13,M,Hispanic,0,3,1,2,1942
21,M,Black,0,7,1,4,1952
17,F,White,0,4,0,0,1953
12,M,White,0,17,1,14,1963
25,M,Hispanic,0,2,1,0,1985
25,M,Hispanic,0,3,0,0,1989
22,M,Hispanic,0,4,0,0,1974
9,M,White,0,20,0,14,1957
7,M,Hispanic,0,4,0,0,1977
11,M,Black,0,12,4,5,1953
3,F,Black,0,7,7,0,1960
15,M,Black,0,5,4,1,1945
5,M,White,0,12,1,10,1966
18,M,Hispanic,0,15,2,3,1982
11,M,White,0,32,4,15,1951
5,F,Black,0,14,2,6,1962
8,M,White,0,4,2,0,1993
12,M,White,0,8,1,4,1951
3,M,Black,0,19,11,6,1952
15,M,Black,0,45,3,32,1947
21,M,Black,0,14,2,4,1961
2,F,Black,0,21,8,10,1956
4,F,Black,0,49,7,33,1959
8,M,White,0,1,1,0,1942
16,M,White,0,5,2,3,1949
14,M,Hispanic,0,28,3,16,1962
12,F,White,0,7,2,3,1953
2,F,Black,0,2,1,1,1963
18,F,White,0,7,1,5,1970
2,M,Black,0,10,5,2,1948
1,M,Black,0,15,5,7,1942
22,M,White,0,10,1,8,1960
5,F,Black,0,3,3,0,1957
11,M,White,0,3,3,0,1936
1,M,Black,0,3,1,0,1982
22,M,White,0,5,0,3,1947
23,F,White,0,3,1,0,1958
4,M,White,0,37,5,23,1952
4,M,White,0,1,1,0,1950
18,M,White,0,1,1,0,1946
23,M,White,0,2,1,1,1948
19,M,White,0,4,0,2,1946
1,M,Black,0,2,1,1,1940
8,M,Hispanic,0,13,3,8,1955
2,M,Black,0,2,1,0,1949
17,F,White,0,1,1,0,1961
12,M,White,0,26,1,13,1950
14,M,Asian/Pacific,0,8,3,2,1970
15,F,White,0,2,1,0,1964
6,F,Black,0,11,3,7,1953
22,M,White,0,9,2,6,1953
1,M,White,0,13,1,9,1951
2,M,Black,0,10,1,8,1959
5,F,Black,0,8,1,2,1954
2,M,Native American/Alaskan Native,0,11,5,1,1962
1,M,Black,0,14,1,9,1961
3,F,Black,0,3,1,1,1964
11,F,Black,0,4,1,0,1957
19,M,White,0,21,1,10,1963
12,F,Hispanic,0,3,1,0,1960
11,M,White,0,1,1,0,1980
12,M,White,0,6,1,3,1954
10,M,Hispanic,0,10,2,3,1962
19,F,Hispanic,0,6,1,0,1979
12,F,Hispanic,0,2,1,1,1977
19,M,White,0,3,1,0,1991
5,F,White,0,8,0,5,1963
12,M,Hispanic,0,7,0,0,1970
19,M,Hispanic,0,1,0,0,1974
8,M,White,0,1,0,0,1947
14,M,White,0,23,2,15,1960
3,F,Black,0,4,1,2,1958
9,M,White,0,1,0,1,1968
23,M,White,0,7,0,3,1948
17,M,White,0,10,0,6,1949
17,M,Black,0,20,8,6,1961
6,M,Black,0,2,0,0,1983
19,M,White,0,9,1,6,1949
23,M,White,0,11,1,8,1970
1,M,Black,0,6,2,1,1962
19,M,White,0,55,5,31,1954
19,M,White,0,6,2,2,1951
18,M,White,0,16,5,6,1948
2,M,Black,0,21,1,10,1962
12,M,Black,0,9,1,5,1959
9,M,White,0,11,1,6,1953
1,M,White,0,79,2,55,1963
19,F,White,0,8,1,5,1952
1,M,White,0,8,1,4,1966
7,M,White,0,11,2,6,1969
3,M,Black,0,12,3,8,1953
18,M,Black,0,4,2,1,1950
16,M,White,0,18,3,10,1942
16,M,White,0,4,2,2,1947
13,M,Black,0,3,1,2,1941
7,M,White,0,7,1,4,1942
19,M,White,0,11,2,6,1945
17,M,White,0,19,4,11,1946
8,F,White,0,19,1,11,1961
25,M,White,0,22,2,11,1953
1,M,Black,0,6,1,4,1956
19,M,Hispanic,0,36,2,20,1964
12,M,White,0,5,1,1,1954
2,M,Black,0,34,5,16,1956
3,F,Black,0,4,1,0,1980
24,F,Black,0,2,1,0,1973
23,M,Black,0,11,3,4,1942
16,M,White,0,15,1,12,1949
14,F,White,0,2,1,1,1962
19,M,Black,0,16,1,13,1964
9,M,Hispanic,0,14,2,7,1953
18,M,White,0,8,2,4,1960
18,F,Black,0,8,1,4,1957
25,M,White,0,12,1,9,1960
16,M,White,0,3,2,0,1977
15,M,White,0,22,3,16,1962
16,M,White,0,5,1,4,1942
24,M,White,0,33,1,20,1942
12,M,White,0,10,2,7,1950
9,M,Black,0,11,4,4,1949
5,M,Black,0,12,1,7,1966
2,F,Black,0,11,3,4,1960
24,M,White,0,6,1,3,1948
23,M,White,0,2,1,1,1963
16,M,White,0,6,1,1,1945
23,M,Black,0,16,2,5,1958
22,F,White,0,18,1,10,1953
16,F,White,0,5,1,2,1950
2,M,White,0,25,3,10,1967
18,M,Black,0,6,1,3,1962
13,M,White,0,10,1,5,1965
22,M,White,0,5,2,1,1951
1,M,White,0,3,1,1,1946
22,M,White,0,28,1,20,1951
14,M,Hispanic,0,19,2,11,1958
3,M,Black,0,25,5,13,1960
5,F,Black,0,8,1,6,1963
12,M,Hispanic,0,8,1,3,1957
2,M,White,0,66,4,50,1961
7,M,Black,0,19,4,8,1968
5,F,Black,0,12,2,4,1959
7,M,Black,0,8,5,2,1937
23,M,White,0,15,2,9,1949
18,M,Black,0,10,3,4,1944
11,M,Black,0,6,1,2,1934
9,F,White,0,21,2,12,1952
14,M,Black,0,26,1,17,1966
1,F,White,0,5,1,2,1964
9,M,White,0,16,3,10,1965
5,F,Black,0,4,3,0,1970
1,M,Black,0,8,3,1,1952
15,F,Black,0,6,5,0,1954
11,M,White,0,4,2,1,1939
4,M,Black,0,107,11,73,1971
3,M,Black,0,4,3,0,1951
12,F,White,0,4,2,2,1968
16,M,White,0,13,7,3,1941
3,M,Black,0,5,1,2,1939
22,M,White,0,6,1,4,1944
3,M,Black,0,12,1,9,1972
2,M,Black,0,2,1,1,1942
22,M,White,0,4,2,1,1945
6,F,Black,0,12,6,4,1951
19,M,White,0,3,1,0,1949
1,F,Black,0,24,1,18,1954
16,M,White,0,6,1,2,1952
21,F,Hispanic,0,16,3,10,1951
11,M,Hispanic,0,2,1,1,1962
5,M,White,0,6,1,0,1941
1,M,White,0,4,1,3,1952
11,M,Black,0,3,1,1,1951
2,M,Black,0,58,5,49,1962
25,M,White,0,14,2,10,1967
15,M,Black,0,11,1,7,1956
12,M,Black,0,10,7,2,1941
14,M,Hispanic,0,5,1,1,1949
8,M,White,0,11,1,10,1969
12,F,Black,0,11,2,6,1954
5,M,Black,0,7,2,3,1949
15,F,Black,0,9,6,1,1945
12,M,Hispanic,0,28,2,15,1969
15,F,Black,0,7,3,2,1954
18,M,White,0,9,1,4,1950
14,M,White,0,13,1,9,1939
24,M,Black,0,15,9,5,1968
13,M,White,0,2,2,0,1940
1,M,White,0,7,4,1,1932
12,F,White,0,8,1,6,1964
16,F,White,0,7,2,2,1966
15,M,Black,0,4,2,1,1946
5,F,Black,0,6,1,2,1965
7,F,Black,0,13,4,6,1960
7,F,Black,0,11,3,7,1963
23,F,White,0,10,5,3,1944
1,M,Hispanic,0,10,1,4,1963
18,M,White,0,6,2,3,1949
15,M,Black,0,10,4,4,1952
4,M,Hispanic,0,14,3,7,1961
1,M,White,0,11,2,3,1964
8,M,White,0,3,1,1,1945
2,M,White,0,9,1,3,1977
11,M,Hispanic,0,18,6,10,1959
24,M,White,0,15,3,8,1950
9,M,White,0,2,1,1,1945
15,M,White,0,10,1,7,1966
19,F,Black,0,7,1,2,1951
6,M,Black,0,2,2,0,1946
9,F,White,0,7,2,2,1962
8,M,White,0,26,3,14,1950
18,M,White,0,11,5,5,1970
24,M,Asian/Pacific,0,7,1,1,1956
5,F,Black,0,4,1,0,1968
6,M,Black,0,12,1,6,1953
6,M,Hispanic,0,25,2,6,1970
5,F,Black,0,5,2,0,1979
14,M,White,0,25,1,16,1964
18,M,Hispanic,0,21,1,12,1953
15,M,Black,0,3,1,1,1967
12,M,White,0,2,1,1,1969
11,F,Black,0,11,4,4,1959
11,M,White,0,3,1,2,1946
12,M,Black,0,8,5,1,1949
25,F,Black,0,18,1,8,1962
1,F,Hispanic,0,1,1,0,1965
5,M,Black,0,2,1,0,1946
6,M,Black,0,5,1,3,1940
11,M,Black,0,21,13,5,1964
6,F,Black,0,2,1,1,1973
18,M,White,0,3,1,2,1942
1,M,White,0,18,1,14,1946
3,M,Black,0,6,4,2,1941
2,F,Black,0,6,1,4,1960
18,M,White,0,1,1,0,1944
8,M,Black,0,2,1,0,1949
5,M,White,0,19,1,8,1972
18,M,White,0,11,4,4,1954
13,M,Black,0,3,2,1,1944
15,F,Black,0,7,1,6,1966
2,F,Black,0,18,2,12,1950
11,M,White,0,1,1,0,1951
4,M,Black,0,1,1,0,1928
18,M,White,0,1,1,0,1948
17,M,White,0,2,1,0,1940
7,M,Black,0,1,1,0,1951
19,M,White,0,6,1,4,1970
20,M,White,0,6,1,3,1953
7,M,Hispanic,0,1,1,0,1970
1,M,White,0,3,1,1,1946
15,M,Black,0,12,1,9,1969
13,M,Hispanic,0,4,2,2,1936
22,M,Black,0,15,4,8,1965
18,M,Hispanic,0,4,1,2,1954
22,M,White,0,18,5,8,1954
16,M,White,0,13,2,6,1947
18,M,Black,0,29,15,7,1951
20,M,Hispanic,0,13,2,5,1948
25,M,White,0,5,1,3,1970
20,F,White,0,10,1,5,1948
1,M,White,0,2,1,1,1942
11,M,Black,0,7,1,2,1946
19,M,White,0,24,6,11,1955
19,M,Hispanic,0,9,1,6,1969
22,F,Black,0,5,1,3,1943
9,M,Hispanic,0,2,2,0,1981
8,M,Black,0,9,2,5,1951
15,F,Black,0,4,2,1,1951
12,M,White,0,20,8,9,1954
1,F,Black,0,8,1,5,1955
24,F,White,0,10,1,5,1948
1,M,White,0,11,6,4,1960
3,M,Black,0,24,3,14,1964
22,F,Black,0,7,1,2,1965
2,M,White,0,4,1,0,1967
2,F,Black,0,6,3,1,1962
1,M,White,0,4,1,1,1956
22,M,Black,0,10,4,2,1971
4,M,White,0,1,0,1,1939
3,M,Black,0,7,2,1,1969
22,F,Black,0,4,1,0,1968
7,M,Black,0,6,1,2,1964
17,M,White,0,7,2,1,1969
8,F,Hispanic,0,16,2,5,1971
14,M,White,0,18,2,9,1961
18,M,White,0,12,1,6,1973
22,F,White,0,3,1,1,1966
18,F,Black,0,5,1,0,1968
1,M,Black,0,24,3,12,1959
14,M,Hispanic,0,63,10,30,1957
6,F,Black,0,7,2,3,1956
2,F,Black,0,7,2,5,1969
8,M,Hispanic,0,6,0,5,1958
2,M,Black,0,10,0,8,1959
3,M,White,0,1,1,0,1938
1,M,White,0,3,1,2,1941
12,M,Black,0,2,1,1,1962
13,M,White,0,5,1,2,1950
1,F,Black,0,3,1,2,1947
11,M,White,0,36,1,23,1946
5,M,Black,0,13,7,5,1942
2,M,Black,0,10,1,6,1965
9,M,Black,0,1,1,0,1933
14,F,Hispanic,0,11,4,5,1954
8,F,White,0,10,1,7,1955
10,F,Hispanic,0,24,5,14,1954
20,M,White,0,5,1,4,1948
25,M,White,0,10,1,4,1950
2,F,Black,0,1,1,0,1953
17,M,Black,0,10,4,4,1952
14,M,Hispanic,0,21,1,13,1960
20,M,Hispanic,0,14,2,7,1957
22,M,White,0,11,2,5,1958
12,M,Black,0,8,2,3,1956
9,F,White,0,16,1,8,1961
25,F,White,0,4,0,3,1962
14,M,White,0,8,1,6,1954
7,F,Black,0,8,2,2,1966
6,F,Black,0,15,3,9,1964
22,F,Black,0,8,2,4,1958
19,M,Black,0,6,2,0,1960
3,M,Hispanic,0,2,0,1,1986
7,F,Black,0,10,1,6,1964
2,F,Black,0,1,0,0,1976
2,M,Black,0,3,1,0,1963
25,F,White,0,5,1,0,1978
12,M,Hispanic,0,17,2,6,1963
8,M,Hispanic,0,1,1,0,1986
2,M,Black,0,29,2,17,1968
1,F,White,0,7,1,2,1969
2,M,Black,0,1,0,0,1988
11,M,White,0,10,0,4,1972
10,F,White,0,21,0,14,1968
8,M,Hispanic,0,4,0,3,1960
14,M,White,0,5,0,1,1950
2,M,Black,0,2,0,1,1947
7,M,Black,0,4,0,2,1932
18,M,White,0,1,0,0,1984
2,M,Black,0,1,1,0,1944
2,F,Black,0,7,1,0,1948
15,F,Hispanic,0,3,1,0,1973
14,M,White,0,1,1,0,1942
8,M,White,0,1,1,0,1947
17,M,Hispanic,0,2,0,0,1973
13,M,White,0,1,0,0,1941
5,M,Asian/Pacific,0,1,0,0,1982
5,M,Black,0,10,2,4,1967
20,M,White,0,5,2,0,1949
23,M,White,0,2,1,0,1977
1,M,Black,0,12,1,5,1955
6,M,White,0,1,0,0,1936
8,M,White,0,1,0,0,1945
18,M,White,0,2,0,1,1962
19,M,White,0,8,0,5,1973
22,F,Black,0,3,0,3,1968
18,M,White,0,3,0,3,1951
17,M,White,0,12,0,5,1965
12,M,White,0,3,0,3,1943
6,M,White,0,3,0,1,1942
12,M,White,0,2,0,1,1941
3,M,White,0,5,0,4,1965
9,F,White,0,8,0,2,1964
14,F,Black,0,5,0,3,1966
20,M,White,0,8,0,3,1948
5,M,Black,0,1,0,1,1990
18,M,White,0,2,0,1,1938
25,M,Hispanic,0,4,0,3,1943
3,F,Black,0,13,0,5,1966
20,F,White,0,1,0,1,1945
17,F,White,0,2,0,2,1949
2,M,Black,0,6,0,6,1941
22,F,White,0,3,0,2,1949
23,M,White,0,3,0,2,1970
5,F,Black,0,4,0,1,1949
16,M,White,0,10,0,5,1965
12,M,White,0,10,0,5,1963
22,M,White,0,7,0,4,1967
19,M,White,0,3,0,2,1947
9,F,White,0,11,0,3,1952
8,F,White,0,6,0,2,1957
14,M,Hispanic,0,4,0,3,1948
5,M,White,0,5,0,5,1968
12,M,White,0,5,0,4,1939
5,M,White,0,1,0,1,1947
18,M,White,0,6,0,3,1948
8,F,White,0,4,0,1,1979
17,M,Black,0,5,0,5,1943
20,M,Hispanic,0,2,0,2,1952
5,M,White,0,3,0,1,1942
23,M,White,0,2,0,2,1947
22,M,White,0,18,0,6,1972
23,M,White,0,7,0,6,1947
22,F,Black,0,7,0,5,1969
16,M,White,0,8,0,6,1946
2,M,White,0,1,0,1,1973
20,M,White,0,25,0,18,1948
23,M,Hispanic,0,4,0,2,1955
2,F,Black,0,6,0,2,1964
5,M,Black,0,24,0,13,1961
18,M,White,0,6,0,3,1943
24,M,White,0,6,0,4,1947
16,M,White,0,3,0,1,1944
7,F,White,0,2,0,2,1954
15,F,Black,0,2,0,1,1970
3,F,White,0,4,0,1,1974
25,F,White,0,9,0,2,1968
17,M,White,0,1,0,1,1956
6,F,Black,0,6,0,4,1955
18,F,White,0,5,0,2,1953
23,M,White,0,7,0,3,1945
12,M,White,0,2,0,1,1951
19,F,White,0,5,0,3,1941
16,M,White,0,7,0,4,1949
2,F,White,0,9,0,9,1958
12,M,White,0,10,0,9,1956
18,F,Hispanic,0,2,0,2,1971
14,F,Hispanic,0,2,0,1,1977
25,F,Hispanic,0,10,0,6,1963
8,M,White,0,11,0,9,1968
19,M,White,0,9,0,4,1957
20,F,White,0,7,0,5,1964
6,F,Black,0,2,0,1,1965
2,F,White,0,2,0,1,1970
11,F,Hispanic,0,3,0,1,1983
17,M,White,0,2,0,2,1943
22,M,Black,0,3,0,2,1943
17,M,White,0,2,0,1,1943
8,M,White,0,8,0,1,1967
18,M,White,0,2,0,2,1974
12,F,White,0,2,0,2,1970
19,M,White,0,4,0,2,1963
1,M,White,0,1,0,1,1966
9,M,White,0,3,0,2,1966
9,F,Hispanic,0,2,0,1,1963
22,M,White,0,16,0,10,1958
19,M,White,0,11,0,4,1961
2,M,Black,0,14,0,6,1962
5,F,White,0,1,0,1,1969
16,F,White,0,2,0,1,1969
17,F,White,0,5,0,1,1964
5,F,Black,0,4,0,2,1956
7,M,Black,0,10,0,6,1971
19,M,White,0,3,0,1,1947
22,M,White,0,14,0,7,1962
1,M,White,0,6,0,1,1964
1,M,White,0,7,0,6,1957
6,F,Black,0,1,0,1,1963
20,F,White,0,7,0,3,1965
24,F,White,0,4,0,1,1982
22,M,White,0,11,0,10,1941
6,F,Black,0,5,0,1,1960
5,M,Black,0,1,0,1,1940
17,F,Hispanic,0,2,0,1,1980
12,F,White,0,6,0,3,1955
19,M,Hispanic,0,2,0,1,1965
9,M,White,0,3,0,2,1946
18,F,Black,0,7,0,3,1973
19,M,Asian/Pacific,0,17,0,9,1958
6,M,Black,0,16,0,14,1958
18,M,White,0,9,0,7,1944
8,M,Black,0,1,0,1,1937
9,M,White,0,4,0,2,1960
8,M,White,0,8,0,4,1946
1,M,White,0,1,0,1,1989
19,M,White,0,6,0,2,1948
22,M,White,0,4,0,2,1970
5,M,Black,0,7,0,7,1950
16,F,White,0,6,0,1,1955
17,F,Black,0,7,0,3,1968
18,M,White,0,3,0,1,1944
25,M,White,0,2,0,2,1937
15,M,White,0,1,0,1,1937
7,M,Black,0,4,0,2,1948
20,F,White,0,4,0,2,1950
5,F,Black,0,9,0,7,1956
15,M,Black,0,2,0,2,1950
20,M,White,0,6,0,4,1945
11,F,White,0,1,0,1,1959
3,M,Black,0,13,0,12,1956
22,M,White,0,2,0,2,1945
5,M,Black,0,9,0,5,1949
9,M,Hispanic,0,3,0,1,1974
22,M,White,0,34,0,25,1965
6,M,Black,0,6,0,4,1948
19,F,Asian/Pacific,0,6,0,3,1961
12,F,White,0,4,0,3,1943
24,M,White,0,11,0,6,1960
24,M,White,0,10,0,7,1947
16,M,White,0,10,0,6,1947
9,M,White,0,3,0,3,1941
11,F,Black,0,2,0,1,1947
11,F,White,0,2,0,1,1949
2,M,Black,0,48,0,38,1963
2,M,Black,0,17,0,10,1960
18,M,White,0,2,0,2,1949
25,M,Hispanic,0,9,0,3,1942
9,M,White,0,7,0,5,1954
22,F,White,0,11,0,9,1961
2,F,Black,0,5,0,2,1973
8,F,White,0,6,0,4,1960
16,M,White,0,12,0,10,1943
7,M,Black,0,9,0,9,1963
18,M,White,0,1,0,1,1943
9,M,White,0,2,0,2,1951
10,F,Hispanic,0,1,0,1,1986
8,M,White,0,3,0,2,1949
8,F,Black,0,3,0,3,1958
13,M,White,0,4,0,2,1957
25,F,Hispanic,0,10,0,6,1971
8,M,White,0,18,0,6,1967
2,M,Black,0,13,0,10,1969
19,M,Hispanic,0,18,0,10,1963
8,F,White,0,2,0,1,1963
9,M,White,0,15,0,9,1964
16,M,White,0,7,0,4,1944
9,M,White,0,20,0,10,1966
10,M,Hispanic,0,15,0,11,1962
4,M,Black,0,3,0,3,1973
2,M,Black,0,13,0,9,1965
2,F,White,0,7,0,4,1964
13,M,White,0,3,0,1,1941
22,M,White,0,5,0,4,1939
16,M,White,0,1,0,1,1940
13,M,White,0,2,0,1,1941
13,M,Hispanic,0,11,0,9,1964
3,F,Black,0,6,0,4,1946
24,M,White,0,5,0,4,1949
9,F,White,0,18,0,16,1941
20,F,White,0,9,0,7,1943
16,M,White,0,5,0,1,1946
19,F,White,0,3,0,1,1944
7,M,White,0,11,0,10,1968
24,M,White,0,10,0,3,1943
13,M,White,0,6,0,4,1941
19,F,White,0,7,0,4,1960
7,F,Black,0,4,0,1,1957
25,M,White,0,2,0,1,1945
16,M,White,0,2,0,2,1946
9,F,White,0,10,0,5,1954
12,F,White,0,6,0,4,1952
13,F,White,0,4,0,3,1946
17,M,White,0,10,0,5,1960
19,M,White,0,3,0,3,1947
19,M,White,0,3,0,1,1941
18,M,White,0,14,0,12,1942
18,M,White,0,6,0,5,1947
16,M,White,0,1,0,1,1943
6,M,Black,0,13,0,11,1971
16,M,White,0,6,0,4,1946
25,F,White,0,10,0,7,1964
25,M,White,0,5,0,3,1943
25,M,White,0,2,0,2,1945
20,M,White,0,4,0,3,1947
18,M,Asian/Pacific,0,4,0,2,1946
6,F,Black,0,4,0,2,1964
6,F,Black,0,5,0,4,1948
13,M,White,0,3,0,3,1948
3,M,Black,0,2,0,1,1940
19,M,White,0,1,0,1,1946
6,M,Black,0,1,0,1,1944
5,M,White,0,2,0,1,1951
14,M,White,0,4,0,3,1954
2,M,Black,0,7,0,6,1958
16,M,White,0,8,0,7,1948
16,M,White,0,7,0,7,1948
11,M,White,0,2,0,2,1971
8,M,White,0,3,0,1,1945
18,M,White,0,4,0,2,1949
23,M,White,0,3,0,3,1949
24,M,White,0,3,0,2,1950
9,M,White,0,5,0,4,1970
18,F,White,0,2,0,2,1948
10,M,Black,0,5,0,1,1938
11,M,White,0,14,0,11,1969
5,M,Black,0,4,0,2,1975
14,M,Hispanic,0,19,0,14,1965
14,M,White,0,3,0,2,1949
8,F,White,0,9,0,7,1948
17,M,White,0,3,0,2,1949
8,M,White,0,9,0,6,1951
2,M,Black,0,11,0,7,1963
2,M,Black,0,10,0,8,1944
8,F,Hispanic,0,6,0,1,1978
24,M,White,0,7,0,2,1949
17,M,White,0,10,0,3,1955
9,M,White,0,5,0,4,1949
20,M,Hispanic,0,4,0,3,1959
25,F,Hispanic,0,2,0,2,1955
11,M,Hispanic,0,10,0,6,1950
7,F,Black,0,5,0,2,1976
1,F,Black,0,15,0,10,1957
19,M,Hispanic,0,1,0,1,1960
16,F,White,0,8,0,4,1964
17,M,Hispanic,0,13,0,11,1959
18,M,Black,0,20,0,12,1953
7,M,White,0,16,0,9,1955
18,F,White,0,4,0,1,1962
2,F,Black,0,3,0,3,1960
1,M,Hispanic,0,2,0,1,1967
17,M,White,0,5,0,1,1969
24,M,White,0,10,0,7,1969
19,F,White,0,5,0,5,1970
16,M,White,0,6,0,3,1964
1,F,Black,0,2,0,1,1967
6,M,Black,0,2,0,1,1978
25,F,White,0,1,0,1,1975
25,F,Hispanic,0,3,0,1,1980
1,F,White,0,4,0,2,1971
1,M,White,0,7,0,4,1959
9,F,White,0,16,0,15,1966
7,F,Black,0,4,0,2,1955
2,M,White,0,5,0,1,1975
2,F,Black,0,4,0,2,1971
15,F,White,0,1,0,1,1984
20,M,White,0,2,0,1,1967
8,M,White,0,2,0,0,1933
14,M,White,0,0,0,0,1989
8,M,Hispanic,0,0,0,0,1990
7,M,Asian/Pacific,0,3,0,0,1986
9,F,White,0,1,0,0,1984
12,M,White,0,1,0,0,1947
7,M,Black,0,1,0,0,1991
25,M,White,0,1,0,0,1982
2,M,Black,0,1,0,0,1983
7,M,Asian/Pacific,0,1,0,0,1974
1,F,Black,0,1,0,0,1956
8,M,White,0,5,0,0,1957
3,M,Hispanic,0,3,0,0,1976
12,M,White,0,1,0,0,1994
6,F,Hispanic,0,1,0,0,1985
14,F,White,0,2,0,0,1982
2,M,Black,0,2,0,0,1977
19,M,White,0,1,0,0,1991
7,F,White,0,1,0,0,1988
3,F,Black,0,3,0,0,1967
15,M,Asian/Pacific,0,1,0,0,1992
19,M,White,0,1,0,0,1947
23,M,White,0,1,0,0,1943
9,M,White,0,4,0,0,1969
14,M,White,0,3,0,0,1965
7,F,Hispanic,0,1,0,0,1978
5,F,Black,0,1,0,0,1978
1,F,White,0,1,0,0,1959
16,M,White,0,1,0,0,1936
20,M,White,0,1,0,0,1934
20,M,Black,0,2,0,0,1958
7,M,Hispanic,0,1,0,0,1995
5,M,White,0,2,0,0,1982
11,F,White,0,1,0,0,1986
18,M,White,0,1,0,0,1941
16,M,White,0,1,0,0,1945
16,M,White,0,2,0,0,1976
19,F,Black,0,2,0,0,1971
19,M,Black,0,2,0,0,1981
15,M,Hispanic,0,1,0,0,1988
3,M,Hispanic,0,1,0,0,1981
16,F,White,0,2,0,0,1970
24,F,White,0,2,0,0,1968
7,M,Black,0,1,0,0,1939
25,M,White,0,1,0,0,1948
22,M,Black,0,4,0,0,1969
13,F,White,0,1,0,0,1945
3,F,Black,0,1,0,0,1958
11,F,White,0,5,0,0,1980
17,M,Black,0,2,0,0,1971
7,F,White,0,1,0,0,1991
3,F,Black,0,1,0,0,1969
17,M,White,0,1,0,0,1948
3,M,Black,0,2,0,0,1971
9,M,White,0,5,0,0,1949
19,M,White,0,1,0,0,1946
6,M,Black,0,2,0,0,1942
16,F,White,0,1,0,0,1971
21,M,Black,0,6,0,0,1948
15,M,Hispanic,0,3,0,0,1988
10,F,Hispanic,0,3,0,0,1971
19,M,White,0,1,0,0,1938
16,M,White,0,1,0,0,1947
8,F,White,0,8,0,0,1953
17,M,White,0,2,0,0,1981
7,M,Black,0,4,0,0,1969
16,M,White,0,3,0,0,1963
18,M,Hispanic,0,1,0,0,1985
5,M,Black,0,1,0,0,1992
20,F,White,0,2,0,0,1970
6,M,White,0,3,0,0,1992
8,F,Hispanic,0,3,0,0,1970
2,M,Black,0,2,0,0,1976
18,M,Black,0,7,0,0,1964
17,M,White,0,2,0,0,1973
9,F,White,0,1,0,0,1981
2,M,White,0,1,0,0,1980
2,F,Black,0,2,0,0,1963
3,F,Hispanic,0,4,0,0,1983
16,M,White,0,0,0,0,1946
18,F,White,0,0,0,0,1950
15,M,White,0,2,0,0,1985
13,M,White,0,0,0,0,1950
13,F,Asian/Pacific,0,0,0,0,1971
19,M,White,0,0,0,0,1919
18,M,White,0,0,0,0,1946
22,F,White,0,0,0,0,1948
19,F,White,0,0,0,0,1947
16,M,White,0,0,0,0,1934
18,M,White,0,0,0,0,1937
24,M,White,0,0,0,0,1918
6,M,Black,0,0,0,0,1923
17,M,White,0,0,0,0,1932
7,M,White,0,0,0,0,1924
17,M,White,0,0,0,0,1930
25,M,White,0,0,0,0,1949
20,M,White,0,0,0,0,1920
7,M,White,0,0,0,0,1922
18,M,White,0,0,0,0,1929
17,M,White,0,0,0,0,1942
25,M,White,0,0,0,0,1954
22,M,White,0,0,0,0,1938
18,M,White,0,0,0,0,1963
25,M,White,0,0,0,0,1970
9,M,White,0,0,0,0,1952
20,F,White,0,0,0,0,1954
9,M,White,0,0,0,0,1991
12,M,Hispanic,0,0,0,0,1969
7,M,White,0,0,0,0,1992
7,F,Black,0,0,0,0,1985
20,F,White,0,0,0,0,1957
2,M,Black,0,0,0,0,1956
7,M,White,0,0,0,0,1984
7,M,Hispanic,0,0,0,0,1990
25,M,Hispanic,0,0,0,0,1986
9,M,Hispanic,0,0,0,0,1988
